Musteri_Memnuniyeti,Maliyet,Oy_Sayisi,Mutfak_Turu,Rezervasyon,Online_Teslimat,Maliyet_Kategori
7.4,40,129,"Japanese, Sushi",No,No,Ekonomik
7.2,25,94,"Asian, Chinese",No,No,Ekonomik
7.6,25,129,Chinese,No,No,Ekonomik
7.6,25,178,Pizza,No,No,Ekonomik
7.4,10,97,Burger,No,No,Ekonomik
7.8,10,161,"American, Desserts, Diner",No,No,Ekonomik
7.4,10,122,American,No,No,Ekonomik
7.6,10,195,"American, Fast Food",No,No,Ekonomik
7.4,40,146,"American, Seafood, Steak",No,No,Ekonomik
7.4,10,117,Mexican,No,No,Ekonomik
7.6,25,187,"Caribbean, Mexican, Cajun",No,No,Ekonomik
7.8,40,239,"Japanese, Steak, Sushi",No,No,Ekonomik
8.0,10,303,"Asian, Thai, Vegetarian",No,No,Ekonomik
8.0,40,280,Pizza,No,No,Ekonomik
8.0,25,271,Italian,No,No,Ekonomik
7.0,70,58,"American, Seafood, Steak",No,No,Ekonomik
9.2,25,1321,"BBQ, Caribbean, Seafood",No,No,Ekonomik
9.2,25,1629,"Latin American, Mexican, Southwestern",No,No,Ekonomik
8.2,25,921,"American, Italian, Seafood",No,No,Ekonomik
8.2,25,986,"Spanish, Tapas",No,No,Ekonomik
8.2,25,1020,"British, Bar Food, Sandwich",No,No,Ekonomik
9.4,70,3157,"American, Desserts, Steak",No,No,Ekonomik
7.8,40,665,Breakfast,No,No,Ekonomik
7.8,70,373,International,No,No,Ekonomik
8.8,25,1007,"Breakfast, Spanish, Tapas",No,No,Ekonomik
8.8,25,803,"American, Burger",No,No,Ekonomik
8.4,40,1363,"American, Seafood, Steak",No,No,Ekonomik
9.8,10,1424,"Italian, Deli",No,No,Ekonomik
9.0,40,844,"Sandwich, Seafood, Steak",No,No,Ekonomik
9.8,40,1413,"European, German",No,No,Ekonomik
9.0,40,1203,"Breakfast, Mexican",No,No,Ekonomik
9.4,40,3074,"Desserts, Bar Food",No,No,Ekonomik
9.6,40,1715,"International, Italian, Southern",No,No,Ekonomik
9.0,10,1868,"Mexican, Vegetarian",No,No,Ekonomik
8.0,40,875,"Seafood, Steak",No,No,Ekonomik
8.8,40,1746,"Cuban, Spanish",No,No,Ekonomik
8.8,30,339,"Modern Australian, Australian",No,No,Ekonomik
8.2,20,87,Australian,No,No,Ekonomik
6.8,25,98,Bar Food,No,No,Ekonomik
6.2,25,83,Mexican,No,No,Ekonomik
7.8,40,231,"Seafood, Southern",No,No,Ekonomik
7.4,40,216,"Burger, Seafood, Steak",No,No,Ekonomik
7.6,35,185,"Asian, Chinese, Thai",No,No,Ekonomik
7.4,25,185,"Pizza, Sandwich",No,No,Ekonomik
7.6,10,281,"Burger, Bar Food, Vegetarian",No,No,Ekonomik
7.4,40,137,"Fast Food, Seafood",No,No,Ekonomik
7.4,25,209,American,No,No,Ekonomik
7.4,10,168,Mexican,No,No,Ekonomik
7.8,25,243,"American, Southern",No,No,Ekonomik
7.6,40,221,"Greek, Italian",No,No,Ekonomik
7.0,10,46,Mexican,No,No,Ekonomik
7.8,25,262,"Japanese, Sushi",No,No,Ekonomik
7.4,25,183,Italian,No,No,Ekonomik
7.0,70,208,"Japanese, Steak, Sushi",No,No,Ekonomik
7.6,25,245,"Indian, Middle Eastern",No,No,Ekonomik
7.6,25,199,Mexican,No,No,Ekonomik
7.6,40,225,Southern,No,No,Ekonomik
8.2,25,575,BBQ,No,No,Ekonomik
8.6,10,88,"Coffee and Tea, Mediterranean",No,No,Ekonomik
7.2,20,96,"Coffee and Tea, Tapas, Australian",No,No,Ekonomik
8.6,70,204,"Italian, Mediterranean, Pizza",No,No,Ekonomik
6.4,10,18,"Indian, Middle Eastern",No,No,Ekonomik
7.4,25,134,"Italian, Pizza, Vegetarian",No,No,Ekonomik
7.8,10,190,Desserts,No,No,Ekonomik
7.6,10,136,Chinese,No,No,Ekonomik
7.4,25,113,"Asian, Chinese",No,No,Ekonomik
7.2,10,69,"American, Breakfast",No,No,Ekonomik
7.2,40,89,"American, Italian, Seafood",No,No,Ekonomik
7.2,25,80,"Burger, Pizza, Sandwich",No,No,Ekonomik
7.6,40,175,"Japanese, Sushi",No,No,Ekonomik
7.4,10,136,"Coffee and Tea, Desserts, Beverages",No,No,Ekonomik
7.2,25,114,"Sandwich, Sushi, Tapas",No,No,Ekonomik
7.2,25,93,"American, BBQ, Steak",No,No,Ekonomik
7.2,25,89,"Pizza, Sandwich",No,No,Ekonomik
7.2,25,69,Mexican,No,No,Ekonomik
7.2,40,86,American,No,No,Ekonomik
7.4,10,73,Chinese,No,No,Ekonomik
7.2,25,104,Mexican,No,No,Ekonomik
7.4,10,101,"American, Bar Food",No,No,Ekonomik
7.0,10,58,Thai,No,No,Ekonomik
7.8,25,156,"Japanese, Steak, Sushi",No,No,Ekonomik
7.8,25,156,"Burger, Greek, Sandwich",No,No,Ekonomik
6.4,25,16,"Burger, Seafood, Steak",No,No,Ekonomik
6.6,25,26,Asian,No,No,Ekonomik
9.2,190,207,American,No,No,Ekonomik
9.2,260,376,American,No,Yes,Ekonomik
8.8,150,471,"Italian, Pizza",Yes,Yes,Ekonomik
8.6,70,224,"Turkish, Arabian, Middle Eastern",No,No,Ekonomik
8.4,100,228,"Fast Food, Burger",No,No,Ekonomik
9.2,180,81,Asian,No,No,Ekonomik
8.2,230,422,"Italian, Pizza",No,No,Ekonomik
8.8,350,246,"Thai, Japanese, Chinese, Indonesian, Vietnamese",Yes,Yes,Orta
8.0,120,355,"Indian, North Indian, Mughlai, Biryani",Yes,Yes,Ekonomik
7.2,60,268,"Indian, South Indian",No,Yes,Ekonomik
9.0,100,162,"Filipino, Japanese, Asian",No,Yes,Ekonomik
8.0,250,205,"American, Mexican, Seafood",No,Yes,Ekonomik
8.0,50,277,"Pakistani, Afghani, Indian, Hyderabadi",No,Yes,Ekonomik
8.0,70,380,"Lebanese, Arabian, Middle Eastern",No,Yes,Ekonomik
8.6,80,180,Indian,Yes,Yes,Ekonomik
8.0,100,525,"Indian, North Indian, Chinese",No,Yes,Ekonomik
9.8,330,216,"Indian, North Indian",Yes,No,Orta
9.4,500,201,Indian,Yes,No,Orta
8.4,250,435,Chinese,No,No,Ekonomik
9.2,200,586,"American, Desserts",No,No,Ekonomik
7.8,280,927,"Mediterranean, Italian, Thai, European",Yes,No,Ekonomik
8.2,90,1448,"Indian, Rajasthani",Yes,Yes,Ekonomik
8.6,90,1281,Indian,Yes,Yes,Ekonomik
9.0,150,307,"Indian, North Indian",Yes,No,Ekonomik
9.0,200,909,"International, Indian",Yes,No,Ekonomik
9.8,160,641,"Continental, Indian",Yes,No,Ekonomik
9.8,500,322,Indian,Yes,No,Orta
9.6,160,2510,"Indian, Continental",Yes,No,Ekonomik
9.0,300,1388,"American, Burger",No,No,Ekonomik
9.0,140,403,Cafe,No,Yes,Ekonomik
8.6,100,1351,"Fast Food, Burger",No,No,Ekonomik
8.6,160,661,"Asian, Chinese",No,No,Ekonomik
8.8,150,281,"Indian, North Indian, Street Food",Yes,No,Ekonomik
9.8,500,1352,Indian,Yes,No,Orta
8.8,150,552,"Indian, Asian",Yes,Yes,Ekonomik
6.4,285,506,"Seafood, American",No,No,Ekonomik
9.4,270,2424,"American, Desserts",No,No,Ekonomik
8.6,170,386,"Cafe, Burger",No,No,Ekonomik
7.4,250,500,"American, Mexican, Burger",No,Yes,Ekonomik
8.6,130,544,"Goan, Chinese, Indian, North Indian",Yes,Yes,Ekonomik
7.8,85,285,"Indian, North Indian, South Indian, Chinese",No,Yes,Ekonomik
7.6,70,210,South Indian,No,Yes,Ekonomik
8.2,120,372,"Indian, Mughlai, South Indian, Biryani",No,Yes,Ekonomik
8.6,65,316,"Indian, North Indian, Chinese",No,No,Ekonomik
7.8,110,69,Lebanese,No,Yes,Ekonomik
8.2,40,33,"Fast Food, American",No,No,Ekonomik
8.2,100,449,"Pakistani, Indian",No,Yes,Ekonomik
8.4,80,504,"Pakistani, Indian, Mughlai",No,Yes,Ekonomik
8.2,90,192,"Pakistani, Chinese, Indian, Afghani",No,Yes,Ekonomik
4.8,80,154,"Fast Food, Pizza",No,No,Ekonomik
8.4,50,142,"Bakery, Arabian, Middle Eastern",No,No,Ekonomik
8.4,60,444,"Arabian, Middle Eastern",No,No,Ekonomik
8.4,160,265,"African, Portuguese",No,Yes,Ekonomik
7.6,130,227,"Chinese, Thai",No,Yes,Ekonomik
7.8,250,357,"American, Mexican",No,Yes,Ekonomik
9.6,60,459,"Indian, North Indian",No,No,Ekonomik
8.2,250,197,"American, Mexican, Burger",No,Yes,Ekonomik
9.0,150,143,"Cafe, Bakery, Desserts",No,No,Ekonomik
7.6,50,12,"Fast Food, Burger",No,No,Ekonomik
8.4,110,43,Cafe,No,No,Ekonomik
7.8,850,140,"North Indian, Mughlai",No,No,Pahalı
7.0,700,71,"North Indian, Mughlai",No,No,Pahalı
7.2,500,94,North Indian,No,No,Orta
8.0,400,87,Rajasthani,No,No,Orta
8.4,1000,177,"North Indian, Chinese, Mughlai",No,No,Pahalı
8.0,2000,45,"North Indian, European",No,No,Pahalı
8.6,2500,133,"North Indian, Mughlai",No,No,Pahalı
8.0,2500,41,Mughlai,No,No,Pahalı
7.2,800,59,"Rajasthani, Gujarati, Mughlai",No,No,Pahalı
7.6,3600,46,"North Indian, Mughlai",No,No,Pahalı
7.8,0,103,"North Indian, Chinese, Continental",No,No,Ekonomik
8.2,550,121,"South Indian, Desserts",No,No,Orta
6.8,1100,70,"North Indian, Chinese, Continental, Mughlai",No,No,Pahalı
9.8,0,77,"Cafe, North Indian, Chinese",No,No,Ekonomik
7.6,1500,57,"North Indian, Chinese, Continental",No,No,Pahalı
7.8,0,98,"Cafe, Italian, Mexican, North Indian, Continental",No,No,Ekonomik
7.4,900,175,"North Indian, Mughlai",No,No,Pahalı
8.8,700,134,"Italian, Pizza",No,No,Pahalı
8.4,1000,166,"Chinese, Italian, Continental, North Indian",No,No,Pahalı
8.2,700,168,"North Indian, Fast Food",No,No,Pahalı
8.4,900,1582,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",No,No,Pahalı
7.4,1800,1315,"Continental, Chinese, North Indian",No,No,Pahalı
9.0,300,217,"Ice Cream, Desserts, Continental",No,Yes,Ekonomik
8.2,800,769,"North Indian, Continental, Mexican, Italian",No,No,Pahalı
8.6,900,731,"Pizza, Italian, Beverages, Desserts",No,Yes,Pahalı
8.8,500,113,"Pizza, Italian",No,Yes,Orta
8.8,1000,944,"Cafe, Continental, Desserts",No,Yes,Pahalı
7.6,1000,63,"North Indian, Cafe, Italian, Mexican, Continental",No,Yes,Pahalı
7.2,1400,375,"North Indian, South Indian, Asian, Continental",No,No,Pahalı
9.2,350,166,"Desserts, Ice Cream",No,No,Orta
8.8,450,697,"Fast Food, Street Food, South Indian",No,No,Orta
8.6,900,325,"North Indian, Chinese, Continental",No,No,Pahalı
7.6,600,432,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",No,Yes,Orta
8.6,700,744,"Italian, Fast Food",No,Yes,Pahalı
8.0,700,404,"Cafe, Beverages, Desserts, Pizza",No,Yes,Pahalı
8.8,600,317,"Cafe, Italian",No,Yes,Orta
9.0,950,1138,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",No,Yes,Pahalı
8.2,1200,1041,"Continental, Italian, Chinese",No,No,Pahalı
8.2,1200,192,"North Indian, Italian, Asian, South Indian",No,No,Pahalı
7.8,550,166,"Cafe, American, Continental, Armenian, Fast Food",No,Yes,Orta
8.0,1200,535,Continental,No,No,Pahalı
6.8,500,57,"North Indian, South Indian, Fast Food",No,No,Orta
6.6,350,76,"Cafe, Fast Food",No,No,Orta
6.4,500,51,"North Indian, Street Food, Fast Food",No,No,Orta
6.8,600,99,"North Indian, Chinese",No,No,Orta
6.8,600,83,"North Indian, Chinese",No,No,Orta
6.8,600,18,"North Indian, South Indian, Chinese",No,No,Orta
6.8,500,58,"American, Fast Food",No,No,Orta
6.6,400,53,Fast Food,No,No,Orta
6.4,800,6,"North Indian, Mughlai",No,No,Pahalı
6.8,700,35,"Italian, Pizza",No,No,Pahalı
6.8,400,32,"Fast Food, American, Salad, Healthy Food",No,No,Orta
6.4,500,151,"North Indian, Chinese",No,No,Orta
6.6,0,49,"North Indian, Chinese, Italian",No,No,Ekonomik
6.8,500,106,"South Indian, Chinese",No,No,Orta
7.2,1000,59,"Continental, Italian",No,No,Pahalı
7.4,200,105,North Indian,No,No,Ekonomik
7.0,500,105,"North Indian, Fast Food",No,No,Orta
7.2,500,57,"Desserts, Fast Food",No,No,Orta
7.0,400,134,"South Indian, North Indian, Chinese, Continental",No,No,Orta
6.6,800,58,"Mughlai, North Indian, Chinese",No,No,Pahalı
6.8,700,345,"North Indian, Chinese",No,No,Pahalı
7.8,300,151,North Indian,No,No,Ekonomik
8.0,100,52,Beverages,No,No,Ekonomik
6.8,800,122,"North Indian, Mughlai",No,No,Pahalı
7.2,150,56,Street Food,No,No,Ekonomik
7.0,300,91,North Indian,No,No,Ekonomik
6.8,500,26,"Cafe, Bakery, Fast Food",No,No,Orta
6.8,1200,98,"North Indian, Mughlai, Chinese",No,No,Pahalı
7.0,400,111,"Fast Food, Italian",No,No,Orta
7.2,700,51,"North Indian, Chinese",No,No,Pahalı
7.8,200,206,"North Indian, Street Food",No,No,Ekonomik
6.8,600,44,"North Indian, South Indian, Chinese, Fast Food",No,No,Orta
7.4,500,94,"North Indian, Fast Food",No,No,Orta
7.0,500,461,"North Indian, Fast Food",No,No,Orta
7.6,500,276,North Indian,No,No,Orta
7.6,400,71,North Indian,No,No,Orta
8.2,100,104,Mithai,No,No,Ekonomik
8.2,500,878,North Indian,No,No,Orta
7.6,500,192,North Indian,No,No,Orta
7.0,1000,96,North Indian,No,No,Pahalı
8.2,150,140,Fast Food,No,No,Ekonomik
7.2,800,240,"North Indian, Chinese, Continental, Italian",No,No,Pahalı
6.6,850,65,"Italian, Continental, Chinese, North Indian",No,No,Pahalı
6.6,600,63,"North Indian, Chinese",No,No,Orta
6.2,700,19,Pizza,No,No,Pahalı
6.8,350,46,"North Indian, South Indian",No,No,Orta
6.8,450,75,"South Indian, North Indian, Chinese, Fast Food",No,No,Orta
6.8,1800,94,"North Indian, Chinese, Continental, Italian, Mexican",No,No,Pahalı
6.6,500,47,"Italian, Fast Food, North Indian, Chinese",No,No,Orta
6.8,500,71,North Indian,No,No,Orta
7.2,1000,73,"Continental, Chinese, Biryani, North Indian",No,No,Pahalı
7.0,300,21,"Juices, Desserts",No,No,Ekonomik
6.6,400,46,"South Indian, Chinese, North Indian",No,No,Orta
6.6,700,45,"Mughlai, Biryani",No,No,Pahalı
6.8,450,34,Maharashtrian,No,No,Orta
7.4,450,89,North Indian,No,No,Orta
6.4,400,8,"Cafe, Mughlai, North Indian",No,No,Orta
6.8,650,39,Mughlai,No,No,Pahalı
6.6,600,74,"North Indian, Mughlai",No,No,Orta
6.6,450,76,"North Indian, Chinese, South Indian, Fast Food",No,No,Orta
6.6,500,71,"North Indian, Hyderabadi",No,No,Orta
8.2,1300,2416,"North Indian, Mughlai",Yes,Yes,Pahalı
9.4,2400,2369,Asian,Yes,Yes,Pahalı
9.6,2000,10934,"Italian, American, Pizza",No,No,Pahalı
7.8,1300,1354,"European, Continental",Yes,No,Pahalı
8.4,1500,231,Modern Indian,No,Yes,Pahalı
8.0,800,3533,"Bakery, Desserts, Cafe",No,No,Pahalı
8.6,600,1413,"Pizza, Cafe, Italian",No,Yes,Orta
9.2,600,781,"Pizza, Cafe, Italian",No,No,Orta
9.4,950,276,"Continental, American, Italian, North Indian, Chinese, Cafe",No,No,Pahalı
9.4,800,9667,"American, Burger, Cafe",No,Yes,Pahalı
8.2,1400,5385,"North Indian, European, Mediterranean",Yes,No,Pahalı
8.6,400,753,"North Indian, Chinese, Italian, Street Food, Desserts",No,Yes,Orta
9.0,1500,1288,"Continental, American",No,No,Pahalı
9.2,1400,6907,"European, Mediterranean, North Indian",No,No,Pahalı
8.8,1200,983,"Asian, Mediterranean, North Indian",Yes,No,Pahalı
9.2,600,627,"Pizza, Cafe, Italian",No,No,Orta
8.4,1200,334,Continental,No,No,Pahalı
9.0,1800,5705,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",Yes,Yes,Pahalı
7.8,1400,405,"Continental, Italian, North Indian",No,No,Pahalı
8.8,1500,754,Modern Indian,No,No,Pahalı
6.6,200,51,"Cafe, Chinese, North Indian",No,No,Ekonomik
6.8,600,63,Cafe,No,No,Orta
9.8,250,427,Fast Food,No,No,Ekonomik
7.8,700,126,"North Indian, Chinese",No,No,Pahalı
8.4,500,223,Fast Food,No,No,Orta
8.0,1000,257,"North Indian, Chinese",No,No,Pahalı
8.0,1000,103,Chinese,No,No,Pahalı
8.2,650,118,Pizza,No,No,Pahalı
7.6,600,98,"Cafe, Fast Food",No,No,Orta
7.6,500,33,Bakery,No,No,Orta
7.0,550,175,"North Indian, Chinese, South Indian, Fast Food",No,No,Orta
7.2,500,111,"Pizza, Italian, Fast Food",No,No,Orta
7.2,350,20,"Fast Food, Mexican, Tex-Mex",No,No,Orta
8.2,500,103,Fast Food,No,No,Orta
8.8,400,243,"North Indian, South Indian, Street Food, Bakery",No,No,Orta
8.2,400,238,"North Indian, South Indian, Street Food, Bakery",No,No,Orta
8.6,1800,128,North Indian,No,No,Pahalı
7.8,500,161,South Indian,No,No,Orta
7.6,900,79,"Italian, Mexican, Chinese",No,No,Pahalı
8.6,500,120,Fast Food,No,No,Orta
7.8,500,289,Cafe,No,No,Orta
8.2,550,379,Chinese,No,No,Orta
9.2,1200,154,"Mediterranean, Asian, Continental, North Indian, Arabian",No,No,Pahalı
9.0,600,145,"Cafe, Charcoal Grill, Steak",No,No,Orta
7.8,500,247,"Fast Food, North Indian, Chinese",No,No,Orta
8.0,500,145,Chinese,No,No,Orta
7.4,850,118,"North Indian, Asian, European",No,No,Pahalı
8.2,1400,256,"Cafe, Italian, Mexican, Bakery",No,No,Pahalı
7.2,450,173,"North Indian, Chinese",No,No,Orta
7.6,600,424,"North Indian, Chinese, Mexican, Beverages",No,No,Orta
7.4,450,338,"Chinese, North Indian, Cafe",No,No,Orta
7.4,500,228,"Mughlai, Chinese, North Indian",No,No,Orta
7.6,450,253,"Cafe, Chinese, Fast Food, Seafood",No,No,Orta
8.0,900,90,"North Indian, Chinese, Continental",No,No,Pahalı
8.0,400,197,Cafe,No,No,Orta
8.6,800,69,"Italian, Cafe, Chinese, Continental",No,No,Pahalı
8.2,300,199,"North Indian, Rajasthani",No,No,Ekonomik
7.6,500,56,"Cafe, Tea",No,No,Orta
8.4,900,49,"Chinese, North Indian",No,No,Pahalı
8.6,1500,345,Chinese,No,No,Pahalı
7.0,400,89,"Asian, Continental",No,No,Orta
7.4,850,665,"North Indian, Chinese, Continental, Pizza",No,Yes,Pahalı
8.4,1600,676,"American, Cafe",No,No,Pahalı
8.6,1400,970,"Mexican, American, Italian",No,Yes,Pahalı
8.2,1600,300,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian",No,No,Pahalı
8.0,1400,428,"Continental, Italian, Thai, Finger Food",No,No,Pahalı
8.0,1200,1022,"North Indian, Continental, Asian",No,No,Pahalı
9.0,1300,1450,"North Indian, Chinese",No,No,Pahalı
8.6,1800,228,"American, Tex-Mex",No,No,Pahalı
7.6,700,982,North Indian,No,No,Pahalı
6.8,1000,502,"North Indian, Chinese, Continental, Italian, Burger",No,Yes,Pahalı
8.2,650,698,"Bakery, Desserts, Cafe",No,No,Pahalı
8.2,650,397,"Cafe, Bakery",No,No,Pahalı
8.0,450,265,"Burger, Fast Food, Desserts, Beverages",No,Yes,Orta
8.4,600,252,"Mexican, Fast Food",No,Yes,Orta
6.6,800,86,"Mughlai, North Indian",No,No,Pahalı
8.8,2200,817,Italian,No,No,Pahalı
9.0,500,249,"Burger, Fast Food",No,Yes,Orta
8.0,600,356,"Desserts, American",No,No,Orta
8.4,800,1810,"European, Italian, Desserts",Yes,Yes,Pahalı
7.6,800,519,"North Indian, Chinese, Arabian",Yes,Yes,Pahalı
8.8,750,1504,"Continental, Cafe, Italian, Desserts",Yes,Yes,Pahalı
8.4,850,841,"North Indian, Mughlai, Chinese, South Indian",Yes,Yes,Pahalı
9.6,1700,1262,"Mexican, American, Tex-Mex, Burger",Yes,Yes,Pahalı
8.4,450,191,"Cafe, European",No,Yes,Orta
9.2,350,1510,Italian,No,No,Orta
8.2,1100,1004,"Cafe, Continental",No,No,Pahalı
8.0,1500,1820,"Italian, Mexican, Chinese, Thai, North Indian",Yes,Yes,Pahalı
9.2,1200,1753,North Indian,Yes,Yes,Pahalı
8.4,1000,1714,"South Indian, Chettinad",Yes,No,Pahalı
7.6,900,1317,"Biryani, North Indian",No,Yes,Pahalı
8.6,1200,1607,"European, Cafe, Italian",Yes,Yes,Pahalı
8.8,850,645,"North Indian, Mughlai, Chinese, South Indian",Yes,Yes,Pahalı
8.6,850,742,"North Indian, Mughlai, Chinese, South Indian",Yes,Yes,Pahalı
9.0,1500,1210,"Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean",Yes,Yes,Pahalı
8.8,2000,3848,"North Indian, Continental",No,No,Pahalı
9.8,1600,859,"North Indian, European, Mediterranean",No,No,Pahalı
9.2,1400,1267,"North Indian, Mediterranean, Asian, Arabian",No,No,Pahalı
8.0,900,2272,"North Indian, Chinese",Yes,No,Pahalı
9.2,800,202,"Cafe, Continental, Fast Food",No,Yes,Pahalı
7.8,600,318,"South Indian, Chettinad, North Indian",No,No,Orta
7.6,400,124,Cafe,No,Yes,Orta
7.0,600,274,Pizza,No,Yes,Orta
8.6,500,147,Fast Food,No,No,Orta
8.2,1200,243,Chinese,No,Yes,Pahalı
7.6,450,24,"Continental, Fast Food, Desserts, Indian",No,No,Orta
9.0,350,380,"South Indian, Biryani",No,No,Orta
7.6,1200,221,"Continental, Chinese, Thai, Malaysian, North Indian",No,No,Pahalı
7.8,700,85,"North Indian, Continental",No,Yes,Pahalı
8.4,1200,40,"Parsi, North Indian",No,No,Pahalı
8.0,600,132,"Cafe, Fast Food",No,Yes,Orta
8.0,1000,203,"North Indian, Chinese, Italian, Mexican",No,No,Pahalı
8.0,1500,215,"Italian, North Indian, Desserts",No,No,Pahalı
8.6,400,225,"South Indian, North Indian, Chinese",No,No,Orta
8.4,1400,299,"North Indian, Biryani",No,No,Pahalı
9.8,350,200,"Bakery, Desserts",No,Yes,Orta
8.4,700,221,"North Indian, Chinese, Street Food",No,No,Pahalı
8.6,300,161,"Desserts, Ice Cream",No,No,Ekonomik
8.8,1400,505,"North Indian, European, Mediterranean",No,No,Pahalı
7.2,800,102,"North Indian, Chinese",No,No,Pahalı
7.6,500,115,"South Indian, North Indian, Chinese",No,No,Orta
7.8,650,141,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",No,No,Pahalı
7.8,1000,173,"North Indian, Chinese, Continental",No,No,Pahalı
8.4,750,406,"Chinese, Thai, Tibetan",No,No,Pahalı
9.8,1500,50,North Indian,No,No,Pahalı
8.6,0,63,"Chinese, North Indian, Fast Food",No,No,Ekonomik
8.0,1250,98,"Mughlai, North Indian",No,No,Pahalı
7.6,550,230,"North Indian, Chinese",No,No,Orta
8.0,500,94,Cafe,No,No,Orta
8.2,350,64,Bakery,No,No,Orta
7.8,700,131,"Cafe, Chinese",No,No,Pahalı
7.8,600,101,"Burger, Desserts",No,No,Orta
7.8,600,121,"North Indian, Mughlai",No,No,Orta
7.8,400,39,Cafe,No,No,Orta
8.8,1600,66,"North Indian, Mediterranean, Asian, Chinese",No,No,Pahalı
8.0,1200,175,"North Indian, Chinese",No,No,Pahalı
8.2,500,104,"Cafe, Chinese, Fast Food",No,No,Orta
8.4,500,68,"Cafe, Mexican",No,No,Orta
8.4,600,89,Cafe,No,No,Orta
5.8,250,4,"Chinese, Fast Food, Bakery",No,No,Ekonomik
5.6,500,16,"North Indian, Chinese",No,No,Orta
5.6,150,8,North Indian,No,No,Ekonomik
5.8,150,8,North Indian,No,No,Ekonomik
5.6,100,7,Bakery,No,No,Ekonomik
6.0,300,4,"Chinese, North Indian, Fast Food",No,No,Ekonomik
0.0,100,1,Mithai,No,No,Ekonomik
0.0,100,3,North Indian,No,No,Ekonomik
0.0,400,3,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,300,0,Cafe,No,No,Ekonomik
5.8,300,4,"Fast Food, North Indian",No,No,Ekonomik
6.0,350,7,"Raw Meats, North Indian, Fast Food",No,No,Orta
5.8,300,11,"Fast Food, Chinese",No,No,Ekonomik
0.0,200,1,North Indian,No,No,Ekonomik
0.0,300,0,"North Indian, Chinese",No,No,Ekonomik
0.0,400,0,North Indian,No,No,Orta
5.6,600,49,"North Indian, Mughlai",No,Yes,Orta
6.8,500,58,"Fast Food, Burger",No,No,Orta
6.8,700,233,"North Indian, South Indian, Gujarati, Rajasthani",No,No,Pahalı
7.6,1100,508,"Chinese, Thai",No,Yes,Pahalı
7.2,600,98,"Burger, Desserts, Fast Food",No,Yes,Orta
7.2,900,59,"Cafe, Desserts",No,Yes,Pahalı
0.0,300,0,Desserts,No,No,Ekonomik
0.0,200,1,Fast Food,No,No,Ekonomik
0.0,500,2,"American, Fast Food, Salad, Healthy Food",No,No,Orta
4.2,500,57,"American, Fast Food, Burger",No,Yes,Orta
8.0,1600,299,North Indian,No,No,Pahalı
8.2,1300,239,Chinese,No,Yes,Pahalı
6.4,400,16,"Ice Cream, Desserts",No,No,Orta
5.4,200,16,Fast Food,No,Yes,Ekonomik
6.8,800,48,"South Indian, North Indian, Chinese",No,Yes,Pahalı
4.8,1000,25,"North Indian, Mughlai",Yes,No,Pahalı
0.0,200,3,South Indian,No,No,Ekonomik
5.6,250,12,"Desserts, Ice Cream",No,No,Ekonomik
0.0,200,2,Fast Food,No,No,Ekonomik
0.0,1200,0,"North Indian, Chinese",Yes,No,Pahalı
0.0,1500,0,Cafe,No,No,Pahalı
0.0,1500,0,"North Indian, Mughlai, Chinese",Yes,No,Pahalı
0.0,100,2,Mithai,No,No,Ekonomik
0.0,1500,3,"North Indian, Chinese, Continental",Yes,No,Pahalı
0.0,300,0,North Indian,No,No,Ekonomik
0.0,500,0,"North Indian, Mughlai",No,No,Orta
0.0,500,0,Mughlai,No,No,Orta
0.0,400,0,"North Indian, Chinese",No,No,Orta
6.0,1000,15,Bakery,No,No,Pahalı
6.4,500,19,Cafe,No,No,Orta
5.6,500,8,"Cafe, Chinese, Fast Food",No,No,Orta
0.0,300,0,"Fast Food, Beverages",No,No,Ekonomik
5.6,450,20,"North Indian, Chinese",No,No,Orta
6.2,500,11,"Fast Food, Chinese, Italian",No,No,Orta
6.0,150,11,Bakery,No,No,Ekonomik
6.2,450,7,North Indian,No,Yes,Orta
5.8,700,13,"North Indian, Chinese",Yes,No,Pahalı
0.0,400,0,"Ice Cream, Desserts",No,No,Orta
0.0,700,3,North Indian,No,No,Pahalı
0.0,500,0,"North Indian, Mughlai, Chinese",No,No,Orta
6.6,800,25,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
6.0,300,22,Chinese,No,No,Ekonomik
5.2,450,26,"North Indian, Chinese",No,No,Orta
5.8,700,16,"North Indian, Mughlai",No,Yes,Pahalı
5.8,200,7,Bakery,No,No,Ekonomik
6.2,1500,28,"North Indian, Chinese, Italian",Yes,Yes,Pahalı
0.0,550,0,"North Indian, Chinese",No,No,Orta
0.0,400,0,"North Indian, Chinese",No,No,Orta
0.0,100,0,Fast Food,No,No,Ekonomik
6.4,600,31,"North Indian, Chinese",No,Yes,Orta
6.8,400,70,"North Indian, South Indian, Chinese, Fast Food, Mithai",No,No,Orta
6.6,450,67,Cafe,No,No,Orta
